2019-11-09 04:31:38,-210421790.602828,0.322816198376387,-4,89
2019-11-03 18:12:49,-786940141.683429,0.592918763678949,19,30
2019-11-11 18:30:26,-625497217.448592,0.177205607843215,-20,90
2019-11-12 04:42:28,-734904516.612603,0.232540502321227,-6,68
2019-11-25 13:53:25,104340185.056718,0.082231278103884,26,28
2019-11-02 16:57:18,580633584.474422,0.0724821286613504,12,84
2019-11-29 01:18:19,-17380499.1204954,0.72590760967038,29,71
2019-11-03 08:22:52,-87972795.2364449,0.0843911753429059,43,13
2019-11-08 07:30:42,668289267.682998,0.414026714122867,28,65
2019-11-21 03:45:21,436280909.780906,0.567807327289045,45,67

